"店舗名／法人名","都道府県","提案区分","ドリスロ提案区分","エリア表記(ドリスロ)","DMM_エリア表記","インフル依頼","フェーズ","案件 所有者","初開催フラグ","イベント日"
"スーパーメルヘンワールド石巻店","宮城県","ZIZAI_ドリスロ","3台並び; スマスロ・6.5","","","ずんだ","100%：受注確定","吉川 英優","0","2023/04/15"
"マルハン蒲田駅東店","東京都","ZIZAI_ドリスロ","3台並び","蒲田駅東口の④番バス乗り場前のお店","","カリスマ","100%：受注確定","高野 純一","0","2023/04/15"
"マルハン平沢店","神奈川県","ZIZAI_ドリスロ","3台並び","秦野市平沢","","take6","100%：受注確定","青木 柊太","0","2023/04/15"
"楽園溝の口店","神奈川県","ZIZAI_ドリスロ","ジャグ・ハナ","溝の口","","take6","100%：受注確定","吉川 英優","0","2023/04/15"
"スーパーBOSS","栃木県","ZIZAI_ドリスロ","全台; 3台並び","スーパーBOSS","","エルモ.いけちん","100%：受注確定","吉川 英優","0","2023/04/15"
"Super D’STATION鴻巣店","埼玉県","ZIZAI_ドリスロ","3台並び; スマスロ・6.5","鴻巣市鎌塚　ローソン鴻巣鎌塚北店近くの大型店","","","100%：受注確定","吉川 英優","0","2023/04/15"
"マルハン入間店","埼玉県","ZIZAI_ドリスロ","3台並び","入間市のお店","","いけちん","100%：受注確定","佐藤 寿","0","2023/04/15"
"アスカ狭山店","埼玉県","ZIZAI_ドリスロ","ジャグ・ハナ","狭山市智光山公園側","","いけちん","100%：受注確定","青木 柊太","0","2023/04/15"
"マルハン川越店","埼玉県","ZIZAI_ドリスロ","3台並び","川越市中台　ブルースカイランドリー前","","いけちん","100%：受注確定","佐藤 寿","0","2023/04/15"
"123岩岡店","兵庫県","ZIZAI_ドリスロ","3台並び","１２３岩岡店","","ビクトリー","100%：受注確定","岩下 龍介","0","2023/04/15"
"マルハン大山店","東京都","ZIZAI_ドリスロ","全台; 3台並び; ジャグ・ハナ","板橋区大山ハッピーロード地下駐輪場があるお店","","カリスマ","100%：受注確定","高野 純一","0","2023/04/15"
"一番舘柏店","千葉県","ZIZAI_ドリスロ","3台並び","柏市豊四季駅","","ミスター","100%：受注確定","吉川 英優","0","2023/04/15"
"パールショップともえ川越店","埼玉県","ZIZAI_ドリスロ","全台; 3台並び","セブンイレブン川越今福店前","","","100%：受注確定","高野 純一","0","2023/04/15"
"ニュークラウン川越2号店","埼玉県","ZIZAI_ドリスロ","3台並び","川越駅徒歩2分","","いけちん","100%：受注確定","青木 柊太","0","2023/04/15"
"チャレンジャー福生","東京都","DMM_ドリスロ","3台並び","","福生駅近くのお店","","100%：受注確定","DMM入力用","0","2023/04/15"
"マルハン所沢店","埼玉県","ZIZAI_ドリスロ","3台並び","所沢市花園のお店","","いけちん","100%：受注確定","佐藤 寿","0","2023/04/15"
"一番舘草加店","埼玉県","ZIZAI_ドリスロ","3台並び","草加市両新田東町","","いけちん","100%：受注確定","吉川 英優","0","2023/04/15"
"マルハン袖師店","静岡県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ","149号しみずマリンロード沿いのお店","","フル","100%：受注確定","横井 智","0","2023/04/15"
"マルハン村松店","静岡県","ZIZAI_ドリスロ","3台並び; ジャグ・ハナ","150号しみずマリンロード沿いのお店","","フル","100%：受注確定","横井 智","0","2023/04/15"
"ZENT坂祝店","岐阜県","ZIZAI_ドリスロ","ジャグ・ハナ","","","寿司","100%：受注確定","横井 智","0","2023/04/15"
"阪神パチンコ","兵庫県","DMM_ドリスロ","3台並び","","阪神パチンコ","ビクトリー","100%：受注確定","DMM入力用","0","2023/04/15"
"マルハン東新田店","静岡県","ZIZAI_ドリパチ","","静岡大橋西交差点すぐのお店","","フル","100%：受注確定","横井 智","0","2023/04/15"
"マルハン吉原店","静岡県","ZIZAI_ドリスロ","3台並び","富士市ラウンドワン付近のお店","","フル","100%：受注確定","横井 智","0","2023/04/15"
"メガガイア土山店","兵庫県","DMM_ドリスロ","ジャグ・ハナ","","メガガイア土山店","","100%：受注確定","DMM入力用","0","2023/04/15"
"マルハン伊達店","福島県","ZIZAI_ドリスロ","ジャグ・ハナ","伊達市","","ずんだ","100%：受注確定","佐藤 寿","0","2023/04/15"
"マルハン沼津店","静岡県","ZIZAI_ドリスロ","3台並び","沼津市1号線付近のお店","","フル","100%：受注確定","横井 智","0","2023/04/15"
"BLESS","兵庫県","DMM_ドリスロ","3台並び; ジャグ・ハナ","","BLESS","ビクトリー","100%：受注確定","DMM入力用","0","2023/04/15"
